pais,ano,krause,valor,moeda,tipo,qualidade,material,diametro,detalhe,anverso,reverso,datacadastro; 
Colombia,2006,285,100,PESO,Moeda,MBC,LATAO,23MM,,,,17 de mai de 2020; 
Coreia Do Sul,1983,31,1,WON,Moeda,MBC,ALUMINIO,17.2MM,,,,15 de jun de 2018; 
Coreia Do Sul,4294,1,10,WHAN,Moeda,B,BRONZE,19.1MM,REPUBLICA DA COREIA 1961,,,15 de jun de 2018; 
Croacia,1993,4,2 LIPA,KUNA,Moeda,B,ALUMINIO,19MM,,,,15 de jun de 2018; 
Croacia,1993,11,5,KUNA,Moeda,B,COBRE ZINCO NICKEL,26.5MM,,URSO,CASTOR,15 de jun de 2018; 
Croacia,1995,7,20 LIPA,KUNA,Moeda,B,ACO NICKEL,18.5MM,,,,15 de jun de 2018; 
Croacia,1995,6,10 LIPA,KUNA,Moeda,B,ACO LATAO,20MM,,,,15 de jun de 2018; 
Cuba,1971,34,5 CENTAVO,PESO,Moeda,,ALUMINIO,21MM,,FORCAS  ARMADAS,ESTRELA COM UM V NO MEIO,15 de jun de 2018; 
Cuba,1984,105,1,PESO,Moeda,MBC,LATAO,24.5MM,,,,15 de jun de 2018; 
Cuba,1989,415.3,10 CENTAVO,PESO,Moeda,B,Cobre Nickel,17.5MM,,BEIJA FLOR,VALOR,15 de jun de 2018; 
Cuba,1992,346,3,PESO,Moeda,,COBRE NIQUEL,26.3MM,,FORCAS  ARMADAS,ERNESTO CHE GUEVARA,15 de jun de 2018; 
Dinamarca,1973,861.1,25,ORE DANMARK,Moeda,,COBRE NIQUEL,23MM,MOEDA FURADA,,,15 de jun de 2018; 
Dinamarca,1990,866.2,50,ORE,Moeda,B,Bronze,21.5MM,,VALOR,COROA,15 de jun de 2018; 
Egito,1950,358,1 MILESIMO,PIASTRE,Moeda,B,BRONZE,22.8MM,ANO 190.,CABECA VIRADA PARA ESQUERDA,VALOR 1,15 de jun de 2018; 
Egito,1973,435,10 MILLIEMES,PIASTRE,Moeda,BOA,LATAO,21MM,,VALOR,ESCUDO DAS FORCAS ARMADAS,15 de jun de 2018; 
Egito,1984,553.1,1,PIASTRE,Moeda,,ALUMINIO BRONZE,18MM,,,PIRAMIDES,15 de jun de 2018; 
Emirados Arabes Unidos,2007,6.2,1,DIRHAM,Moeda,,COBRE NIQUEL,24MM,,VALOR,JARRO,15 de jun de 2018; 
Emirados Arabes Unidos,2013,16,50 FILS,DIRHAN,Moeda,FC,COBRE NICKEL,21 MM,,VALOR,TORRE DE PETROLEO,15 de jun de 2018; 
Emirados Arabes Unidos,2014,6.2,1,DIRHAM,Moeda,FC,ACO NICKEL,24 MM,,VALOR,JARRA,15 de jun de 2018; 
Emirados Arabes Unidos,2005,6.2,1,DIRHAM,Moeda,B,CUPRO NIQUEL,24MM,,UNITED ARAB EMIRATES,JARRO,4 de jun de 2020; 
Equador,1946,75B,5 CENTAVO,PESO,Moeda,,COBRE NIQUEL,17MM,,,,15 de jun de 2018; 
Equador,1988,89,1,SUCRE,Moeda,SOB,ACO NICKEL,20MM,,VALOR,BRASAO FORCAS ARMADAS,15 de jun de 2018; 
Equador,1991,94,20,SUCRE,Moeda,SOB,ACO NICKEL,26MM,,,,15 de jun de 2018; 
Equador,1991,92,10,SUCRE,Moeda,SOB,ACO NICKEL,24MM,,,,15 de jun de 2018; 
Eslovaquia,2009,98,10 CENT,EURO,Moeda,MBC,LATAO,19.75MM,,VALOR,SLOVENSKO,28 de out de 2019; 
Eslovenia,1992,7,10,STOTINOV,Moeda,,ALUMINIO,16MM,,,SALAMANDRA,15 de jun de 2018; 
Eslovenia,1992,8,20 STOTINOV,TOLAR,Moeda,FC,ALUMINIO,18MM,,,,15 de jun de 2018; 
Eslovenia,1993,3,50,STOTINOV,Moeda,,ALUMINIO,20MM,,,ABELHA,15 de jun de 2018; 
Eslovenia,1993,8,20,STOTINOV,Moeda,,ALUMINIO,18MM,,,CORUJA,15 de jun de 2018; 
Espanha,1944,767,1,PESETA,Moeda,B,ALUMINIO BRONZE,21MM,,VALOR,FORCAS  ARMADAS,15 de jun de 2018; 
Espanha,1959,790,10 CENTIMO,PESO,Moeda,MTG,ALUMINIO,18MM,,,,15 de jun de 2018; 
Espanha,1966,796,1,PESETA,Moeda,,ALUMINIO BRONZE,21MM,,FRANCISCO FRANCO CAUDILLO DE ESPANA POR LA G. DE DIOS,,15 de jun de 2018; 
Espanha,1966,795,50 CENTIMO,PESO,Moeda,SOB,ALUMINIO,20.1MM,71 DENTRO DA ESTRELA,VALOR,FRANCISCO FRANCO CAUDILLO,15 de jun de 2018; 
Espanha,1975,806,1,PESETA,Moeda,,ALUMINIO BRONZE,21MM,,,,15 de jun de 2018; 
Espanha,1975,807,5,PESETA,Moeda,,COBRE NIQUEL,23MM,,JUAN CARLOS REY DE ESPANA,,15 de jun de 2018; 
Espanha,1980,816,1,PESETA,Moeda,,ALUMINIO BRONZE,21MM,,,,15 de jun de 2018; 
Espanha,1983,827,10,PESETA,Moeda,,COBRE NIQUEL,18.5MM,,JUAN CARLOS I,,15 de jun de 2018; 
Espanha,1991,851,25,PESETA,Moeda,,ALUMINIO BRONZE,19.5MM,,JUAN CARLOS I,SALTO OLIMPICO,15 de jun de 2018; 
Espanha,1992,833,5,PESETA,Moeda,BOA,ALUMINIO BRONZE,17.5MM,,,,15 de jun de 2018; 
Espanha,1995,948,10,PESETA,Moeda,MBC,ALUMINIO BRONZE,19.5MM,,,CASTILLA Y LEON,2 de jan de 2019; 
Espanha,1996,962,25,PESETA,Moeda,UTG,ALUMINIO BRONZE,19.5MM,CASTILLA LA MANCHA,VALOR,MOEDA FURADA,1 de ago de 2018; 
Espanha,1997,981,5,PESETA,Moeda,,ALUMINIO BRONZE,17.5MM,,,,15 de jun de 2018; 
Espanha,1999,1043,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,CABECA DO SERVANTES COM COLAR,,15 de jun de 2018; 
Espanha,1999,1041,2 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,16.25MM,,CATEDRAL DE SANTIAGO DE COMPOSTELA,,15 de jun de 2018; 
Espanha,1999,1044,20 CENTIMO,EURO,Moeda,,LATAO,22.2MM,,CATEDRAL DE SANTIAGO DE COMPOSTELA,,15 de jun de 2018; 
Espanha,1999,1042,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,CATEDRAL DE SANTIAGO DE COMPOSTELA,,15 de jun de 2018; 
Espanha,1999,1046,1,EURO,Moeda,B,BI METALICA,23.25MM,,VALOR,JUAN CARLOS I,15 de jun de 2018; 
Espanha,2000,1042,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,CATEDRAL DE SANTIAGO DE COMPOSTELA,,15 de jun de 2018; 
Espanha,2000,1043,10 CENT,EURO,Moeda,B,LATAO,19.75MM,,,,15 de jun de 2018; 
Espanha,2001,1042,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,CATEDRAL DE SANTIAGO DE COMPOSTELA,,15 de jun de 2018; 
Espanha,2003,1043,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,CABECA DO CERVANTES COM COLAR,,15 de jun de 2018; 
Espanha,2003,1042,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,CATEDRAL DE SANTIAGO DE COMPOSTELA,,15 de jun de 2018; 
Espanha,2003,1040,1 CENT,EURO,Moeda,SOB,ACO COBRE,16.25MM,,,,15 de jun de 2018; 
Espanha,2004,1042,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,CATEDRAL DE SANTIAGO DE COMPOSTELA,,15 de jun de 2018; 
Espanha,2004,1043,10 CENTIMO,EURO,Moeda,B,LATAO,19.75MM,,VALOR,CERVANTES,12 de jun de 2019; 
Espanha,2005,1043,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,CABECA DO CERVANTES COM COLAR,,15 de jun de 2018; 
Espanha,2005,1042,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,CATEDRAL DE SANTIAGO DE COMPOSTELA,,15 de jun de 2018; 
Espanha,2006,1042,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,CATEDRAL DE SANTIAGO DE COMPOSTELA,,15 de jun de 2018; 
Espanha,2006,1045,50 CENTIMO,EURO,Moeda,,LATAO,24.2MM,,CABECA DO CERVANTES COM COLAR,,15 de jun de 2018; 
Espanha,2007,1043,10 CENTIMO,EURO,Moeda,,LATAO,19.7MM,,CABECA DO CERVANTES COM COLAR,,15 de jun de 2018; 
Espanha,2007,1042,5 CENTIMO,EURO,Moeda,B,COBRE NICKEL,21.25MM,,VALOR,,15 de jun de 2018; 
Espanha,2008,1042,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,CATEDRAL DE SANTIAGO DE COMPOSTELA,,15 de jun de 2018; 
Espanha,2008,1070,10 CENTIMO,EURO,Moeda,BOA,LATAO,19.75MM,,VALOR,CERVANTES,15 de jun de 2018; 
Espanha,2009,1042,5 CENTIMO,EURO,Moeda,,ACO REVESTIDO DE COBRE,21.25MM,,CATEDRAL DE SANTIAGO DE COMPOSTELA,,15 de jun de 2018; 
Espanha,2010,1146,5 CENT,EURO,Moeda,B,ACO COBRE,21.25MM,,VALOR,CATEDRAL,15 de jun de 2018; 
Espanha,2011,1146,5 CENTIMO,EURO,Moeda,MBC,ACO COBRE,21.25MM,,VALOR,CATEDRAL,1 de ago de 2018; 
Espanha,2015,1144,1 CENTIMO,EURO,Moeda,SOB,ACO COBRE,16.25MM,,,,15 de jun de 2018; 
Espanha,2016,1144,1 CENTIMO,EURO,Moeda,MBC,ACO COBRE,16.25MM,,,,13 de ago de 2018; 
Espanha,2017,1146,5 CENTIMO,EURO,Moeda,MBC,ACO COBRE,21.25MM,,5 CENT,FOLHA,29 de ago de 2019; 
Espanha,1996,960,5,PESETA,Moeda,MBC,ALUMINIO BRONZE,17.5MM,,VALOR,LA RIOJA,17 de mai de 2020; 
Espanha,1966,796,1,PESETA,Moeda,BC,ALUMINIO BRONZE,21MM,73 DENTRO DA ESTRELA,,,20 de set de 2020; 
Estados Unidos,1941,192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,,,,15 de jun de 2018; 
Estados Unidos,1957,A132,1 CENT,DOLAR,Moeda,BOA,LATAO,19.05MM,D,ONE CENT USA,LINCON,15 de jun de 2018; 
Estados Unidos,1960,201,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1961,201,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1964,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,,,,15 de jun de 2018; 
Estados Unidos,1964,201,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1965,164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,,,,15 de jun de 2018; 
Estados Unidos,1965,202A,50 CENT,DOLAR,Moeda,MBC,PRATA,30.6MM,PRATA 0.400, KENNEDY,,15 de jun de 2018; 
Estados Unidos,1966,202a,50 CENT,DOLAR,Moeda,FC,PRATA,30.6MM,Prata 0.400,,,15 de jun de 2018; 
Estados Unidos,1967,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,P,,,15 de jun de 2018; 
Estados Unidos,1967,202a,50 CENT,DOLAR,Moeda,Boa,Prata,30.6MM,Prata 0.400,Kennedy,Escudo For�as Armadas,15 de jun de 2018; 
Estados Unidos,1967,164a,25 CENT,DOLAR,Moeda,B,COBRE CUPRONIQUEL,24MM,,AGUIA,GEORGE WASHINGTON,15 de jun de 2018; 
Estados Unidos,1967,164a,25 CENT,DOLAR,Moeda,B,COBRE CUPRO NIQUEL,24.26MM,,,,3 de jan de 2019; 
Estados Unidos,1968,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,D,,,15 de jun de 2018; 
Estados Unidos,1970,164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,D,,,15 de jun de 2018; 
Estados Unidos,1972,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,D,,,15 de jun de 2018; 
Estados Unidos,1972,201,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1972,201,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1972,203,1,DOLAR,Moeda,SOB,COBRE NIQUEL,38MM,,,PHILADELPHIA P EISENHOWER,15 de jun de 2018; 
Estados Unidos,1973,164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,,,,15 de jun de 2018; 
Estados Unidos,1973,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,D,,,15 de jun de 2018; 
Estados Unidos,1974,164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,,,,15 de jun de 2018; 
Estados Unidos,1974,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,,,,15 de jun de 2018; 
Estados Unidos,1975,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,D,,,15 de jun de 2018; 
Estados Unidos,1975,195A,1 DIME,DOLAR,Moeda,MBC,COBRE CUPRO NIQUEL,17.91MM,,TOCHA,FACE,5 de mai de 2019; 
Estados Unidos,1977,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,,,,15 de jun de 2018; 
Estados Unidos,1978,201,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1978,201,1 CENT,DOLAR,Moeda,B,LATAO,19MM,,,,15 de jun de 2018; 
Estados Unidos,1979,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,D,,,15 de jun de 2018; 
Estados Unidos,1980,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,D,,,15 de jun de 2018; 
Estados Unidos,1980,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,P,,,15 de jun de 2018; 
Estados Unidos,1981,201,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1981,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,D,,,15 de jun de 2018; 
Estados Unidos,1982,201,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1982,201,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1982,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,D,,,15 de jun de 2018; 
Estados Unidos,1983,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1983,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,P,,,15 de jun de 2018; 
Estados Unidos,1983,164A,25 CENT,DOLAR,Moeda,Boa,CUPRO NICKEL,24.26MM,D Denver,,,15 de jun de 2018; 
Estados Unidos,1984,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,D,,,15 de jun de 2018; 
Estados Unidos,1984,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,,,,15 de jun de 2018; 
Estados Unidos,1984,201,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1985,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1985,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,D,,,15 de jun de 2018; 
Estados Unidos,1985,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,P,,,15 de jun de 2018; 
Estados Unidos,1986,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1986,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,,,,15 de jun de 2018; 
Estados Unidos,1987,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1987,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,D,,,15 de jun de 2018; 
Estados Unidos,1987,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,P,,,15 de jun de 2018; 
Estados Unidos,1988,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,P,,,15 de jun de 2018; 
Estados Unidos,1989,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1990,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1990,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1990,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,D,,,15 de jun de 2018; 
Estados Unidos,1990,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,P,,,15 de jun de 2018; 
Estados Unidos,1990,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,D,,,15 de jun de 2018; 
Estados Unidos,1990,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,P,,,15 de jun de 2018; 
Estados Unidos,1991,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1991,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,P,,,15 de jun de 2018; 
Estados Unidos,1991,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,P,,,15 de jun de 2018; 
Estados Unidos,1991,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,P,,,15 de jun de 2018; 
Estados Unidos,1991,109B,1 CENT,DOLAR,Moeda,B,ZINCO,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1992,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1992,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1993,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1993,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,D,,,15 de jun de 2018; 
Estados Unidos,1993,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,P,,,15 de jun de 2018; 
Estados Unidos,1993,201b,1 CENT,DOLAR,Moeda,B,COBRE ZINCO,19MM,,,,13 de ago de 2018; 
Estados Unidos,1994,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1994,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1994,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,P,,,15 de jun de 2018; 
Estados Unidos,1994,164A,25 CENT,DOLAR,Moeda,B,CUPRO NICKEL,24.26MM,D,,,15 de jun de 2018; 
Estados Unidos,1994,A192,5 CENT,DOLAR,Moeda,MBC,COBRE NIQUEL,21.21MM,D DENVER,,,13 de ago de 2018; 
Estados Unidos,1995,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1995,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1995,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,D,,,15 de jun de 2018; 
Estados Unidos,1995,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,D,,,15 de jun de 2018; 
Estados Unidos,1995,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,D,,,15 de jun de 2018; 
Estados Unidos,1996,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1996,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1996,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,D,,,15 de jun de 2018; 
Estados Unidos,1996,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,D,,,15 de jun de 2018; 
Estados Unidos,1996,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,P,,,15 de jun de 2018; 
Estados Unidos,1997,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,1997,210,1 CENT,DOLAR,Moeda,B,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,1998,A164A,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,P,,,15 de jun de 2018; 
Estados Unidos,1999,A192,5 CENT,DOLAR,Moeda,,COBRE NIQUEL,21.2MM,P,,,15 de jun de 2018; 
Estados Unidos,1999,297,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,,,CONNECTICUT 1788 THE CHARTER OAK,15 de jun de 2018; 
Estados Unidos,1999,295,25 CENT,DOLAR,Moeda,MEIO GASTA,COBRE NICKEL,24.26MM,COMEMORATIVA DE NEW JERSEY 1787,,NEW JERSEY,15 de jun de 2018; 
Estados Unidos,2000,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,D,,,15 de jun de 2018; 
Estados Unidos,2000,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,D,,,15 de jun de 2018; 
Estados Unidos,2000,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,P,,,15 de jun de 2018; 
Estados Unidos,2000,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,2000,310,1,DOLAR,Moeda,,COBRE ZINCO MAGNESIO NICKEL,26.5MM,,,,15 de jun de 2018; 
Estados Unidos,2000,307,25 CENT,DOLAR,Moeda,MBC,COBRE NICKEL,24.3MM,P,,CAROLINA DO SUL 1788,15 de jun de 2018; 
Estados Unidos,2000,A192,5 CENT,DOLLAR,Moeda,MBC,CUPRO NICKEL,21.21MM,D DENVER,,,13 de ago de 2018; 
Estados Unidos,2001,195A,ONE DIME,DOLAR,Moeda,,COBRE NIQUEL,17.9MM,D,,,15 de jun de 2018; 
Estados Unidos,2001,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,,,,15 de jun de 2018; 
Estados Unidos,2001,318,25 CENT,DOLAR,Moeda,FC,COBRE NICKEL,24.26MM,COMEMORATIVA P,GEORGE WASHINGTON,ESTADO DE NOVA YORKE,15 de jun de 2018; 
Estados Unidos,2001,321,25 CENT,DOLAR,Moeda,BC,COBRE CUPRO NIQUEL,24.26MM,P PHILADELPHIA,COMEMORATIVA VERMONT,,26 de jun de 2018; 
Estados Unidos,2001,320,25 CENT,DOLAR,Moeda,MBC,COBRE CUPRO NIQUEL,24.26MM,D DENVER,,RHODE ISLAND,3 de jan de 2019; 
Estados Unidos,2002,333,25 CENT,DOLAR,Moeda,BC,COBRE CUPRO NIQUEL,24.26MM,D DENVER,COMEMORATIVA LOUISIANA,,26 de jun de 2018; 
Estados Unidos,2004,358,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,,,D IOWA 1846,15 de jun de 2018; 
Estados Unidos,2005,372,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,,,OREGON 1859 CRATER LAKE,15 de jun de 2018; 
Estados Unidos,2005,201b,1 CENT,DOLAR,Moeda,B,ZINCO COBRE,19MM,,,,13 de ago de 2018; 
Estados Unidos,2006,382,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,,,NEVADA 1864 - P,15 de jun de 2018; 
Estados Unidos,2006,201b,1 CENT,DOLAR,Moeda,RUIM,ZINCO COBRE,19.05MM,,,,15 de jun de 2018; 
Estados Unidos,2007,396,25 CENT,DOLAR,Moeda,,COBRE NIQUEL,24.3MM,,,MONTANA 1889 BIG SKY COUNTRY,15 de jun de 2018; 
Estados Unidos,2007,397,25 CENT,DOLAR,Moeda,FC,COBRE NICKEL,24.26MM,COMEMORATIVA P,GEORGE WASHINGTON,ESTADO DE WASHINGTON,15 de jun de 2018; 
Estados Unidos,2007,201b,1 CENT,DOLAR,Moeda,B,ZINCO BRONZE,19MM,D DENVER,,,13 de ago de 2018; 
Estados Unidos,2008,381,5 CENT,DOLAR,Moeda,MB,NICKEL,21.21MM,CUNHADA NA PENSILVANIA,LIBERT,,15 de jun de 2018; 
Estados Unidos,2010,468,1 CENT,DOLAR,Moeda,B,ZINCO BRONZE,19MM,,,,13 de ago de 2018; 
Estados Unidos,2010,478,1,DOLAR,Moeda,MBC,COBRE LATAO,26.5MM,,ESTATUA DA LIBERDADE,ABRAHAM LINCOLN,13 de ago de 2018; 
Estados Unidos,2011,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,COMEMORATIVA ESCUDO,,,15 de jun de 2018; 
Estados Unidos,2013,201B,1 CENT,DOLAR,Moeda,,ZINCO COBRE,19MM,COMEMORATIVA ESCUDO,,,15 de jun de 2018; 
Estados Unidos,2014,109B,1 CENT,DOLAR,Moeda,B,ZINCO,19MM,D,,,15 de jun de 2018; 
Estados Unidos,2014,381,5 CENT,DOLAR,Moeda,MBC,COBRE NIQUEL,21.21MM,P - FILADELFIA,JEFFERSON NICKEL,,26 de mai de 2019; 
Estados Unidos,2015,468,1 CENT,DOLAR,Moeda,B,COBRE ZINCO,19.05MM,,ESCUDO,,15 de jun de 2018; 
Estados Unidos,2015,468,1 CENT,DOLAR,Moeda,B,ZINCO BRONZE,19MM,,,,13 de ago de 2018; 
Estados Unidos,2016,468,1 CENT,DOLAR,Moeda,B,ZINCO BRONZE,19MM,,,,13 de ago de 2018; 
Estados Unidos,1967,202A,50 CENTS,DOLAR,Moeda,QUASE SOB,PRATA,30.6MM,REPETIDA,KENNEDY,AGUIA,28 de fev de 2020; 
Estados Unidos,1987,201B,1 CENT,DOLAR,Moeda,B,COBRE ZINCO,19.05MM,,,,17 de mai de 2020; 
Estados Unidos,1989,201B,1 CENT,DOLAR,Moeda,MBC,COBRE ZINCO,19.05MM,,,,17 de mai de 2020; 
Estados Unidos,1999,201B,1 CENT,DOLAR,Moeda,MBC,COBRE ZINCO,19.05MM,,,,17 de mai de 2020; 
Estados Unidos,1984,A192,5 CENT,DOLAR,Moeda,MBC,CUPRO NIQUEL,21.21MM,P FILADELFIA,,,17 de mai de 2020; 
Fiji,2001,49a,1 CENT,DOLAR,Moeda,MBC,ZINCO COBRE,17.5MM,,VALOR, ELIZABETH II,15 de jun de 2018; 
Filipinas,2003,269,1,PISO,Moeda,MBC,COBRE NICKEL,24MM,,JOSE RIZAL,,15 de jun de 2018; 
Finlandia,1963,46,10,PENNIA,Moeda,,ALUMINIO BRONZE,20MM,,LEAO,SUOMEN TASAVALTA - ARVORE JUNTO AO VALOR DA MOEDA,15 de jun de 2018; 
