pais, ano, krause, valor, moeda, qualidade, material, diametro, valor_venda
Estados unidos da america, 1983, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 2.83; 
Estados unidos da america, 1967, KM# 202A, 1/2, DOLAR,  , PRATA 0.400, 30.6MM, 32.55; 
Estados unidos da america, 1966, KM# 202A, 1/2, DOLAR,  , PRATA 0.400, 30.6MM, 31.61; 
Estados unidos da america, 1999, KM# 295, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 3.98; 
Estados unidos da america, 1957, KM# A132, 1, CENTIMO,  , LATAO, 19.05MM, 1.69; 
Estados unidos da america, 2005, KM# 372, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, ; 
Estados unidos da america, 2014, KM# 468, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.61; 
Estados unidos da america, 1997, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.61; 
Estados unidos da america, 1991, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.61; 
Estados unidos da america, 1991, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.61; 
Estados unidos da america, 1978, KM# 201, 1, CENTIMO,  , COBRE-ZINCO, 19MM, 0.81; 
Estados unidos da america, 2001, KM# 318, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 3.77; 
Estados unidos da america, 2007, KM# 397, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 4.04; 
Estados unidos da america, 2008, KM# 381, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 1.35; 
Estados unidos da america, 2007, KM# 396, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, ; 
Estados unidos da america, 2006, KM# 382, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 4.18; 
Estados unidos da america, 2004, KM# 358, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 4.04; 
Estados unidos da america, 1999, KM# 297, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, ; 
Estados unidos da america, 2011, KM# 468, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.94; 
Estados unidos da america, 2013, KM# 468, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.67; 
Estados unidos da america, 2001, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 1.48; 
Estados unidos da america, 2001, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.88; 
Estados unidos da america, 2000, KM# 310, 1, DOLAR,  , COBRE COM REVESTIMENTO DE LATAO-MANGANES, 26.5MM, ; 
Estados unidos da america, 2000, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.81; 
Estados unidos da america, 2000, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 1.01; 
Estados unidos da america, 2000, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 1.48; 
Estados unidos da america, 2000, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.81; 
Estados unidos da america, 1999, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 0.94; 
Estados unidos da america, 1998, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 2.09; 
Estados unidos da america, 1997, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.54; 
Estados unidos da america, 1996, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 2.7; 
Estados unidos da america, 1996, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 1.01; 
Estados unidos da america, 1996, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 0.94; 
Estados unidos da america, 1996, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.88; 
Estados unidos da america, 1996, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.88; 
Estados unidos da america, 1995, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 2.56; 
Estados unidos da america, 1995, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 1.08; 
Estados unidos da america, 1995, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 0.74; 
Estados unidos da america, 1995, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.88; 
Estados unidos da america, 1995, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.88; 
Estados unidos da america, 1994, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 0.88; 
Estados unidos da america, 1994, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.67; 
Estados unidos da america, 1994, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.67; 
Estados unidos da america, 1993, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 1.08; 
Estados unidos da america, 1993, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 1.75; 
Estados unidos da america, 1993, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.81; 
Estados unidos da america, 1992, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.67; 
Estados unidos da america, 1992, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.67; 
Estados unidos da america, 1991, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 2.36; 
Estados unidos da america, 1991, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 1.08; 
Estados unidos da america, 1991, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 1.15; 
Estados unidos da america, 1990, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 2.63; 
Estados unidos da america, 1990, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 0.94; 
Estados unidos da america, 1990, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 0.94; 
Estados unidos da america, 1990, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 0.81; 
Estados unidos da america, 1990, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.61; 
Estados unidos da america, 1990, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, ; 
Estados unidos da america, 1989, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.74; 
Estados unidos da america, 1988, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 0.81; 
Estados unidos da america, 1987, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 1.82; 
Estados unidos da america, 1987, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 1.21; 
Estados unidos da america, 1987, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.81; 
Estados unidos da america, 1986, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, ; 
Estados unidos da america, 1986, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.88; 
Estados unidos da america, 1985, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 1.69; 
Estados unidos da america, 1985, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 0.94; 
Estados unidos da america, 1985, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, ; 
Estados unidos da america, 1984, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, ; 
Estados unidos da america, 1984, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, ; 
Estados unidos da america, 1984, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 1.01; 
Estados unidos da america, 1983, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 2.83; 
Estados unidos da america, 1983, KM# 201B, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 19.05MM, 0.81; 
Estados unidos da america, 1982, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 2.16; 
Estados unidos da america, 1982, KM# 201, 1, CENTIMO,  , COBRE-ZINCO, 19MM, ; 
Estados unidos da america, 1982, KM# 201, 1, CENTIMO,  , COBRE-ZINCO, 19MM, 0.67; 
Estados unidos da america, 1981, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 3.1; 
Estados unidos da america, 1981, KM# 201, 1, CENTIMO,  , COBRE-ZINCO, 19MM, ; 
Estados unidos da america, 1980, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 1.35; 
Estados unidos da america, 1980, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 2.29; 
Estados unidos da america, 1979, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 1.15; 
Estados unidos da america, 1978, KM# 201, 1, CENTIMO,  , COBRE-ZINCO, 19MM, 0.81; 
Estados unidos da america, 1977, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, ; 
Estados unidos da america, 1975, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 1.15; 
Estados unidos da america, 1974, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, ; 
Estados unidos da america, 1974, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, ; 
Estados unidos da america, 1973, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 2.16; 
Estados unidos da america, 1973, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, ; 
Estados unidos da america, 1972, KM# 203, 1, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 38.1MM, ; 
Estados unidos da america, 1972, KM# 201, 1, CENTIMO,  , COBRE-ZINCO, 19MM, 0.88; 
Estados unidos da america, 1972, KM# 201, 1, CENTIMO,  , COBRE-ZINCO, 19MM, ; 
Estados unidos da america, 1972, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, 1.28; 
Estados unidos da america, 1970, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 3.24; 
Estados unidos da america, 1968, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 2.09; 
Estados unidos da america, 1967, KM# 195A, 1, DIME,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 17.91MM, 0.88; 
Estados unidos da america, 1965, KM# 202A, 1/2, DOLAR,  , PRATA 0.400, 30.6MM, 38.69; 
Estados unidos da america, 1965, KM# 164A, 1/4, DOLAR,  , COBRE COM REVESTIMENTO DE CUPRO-NIQUEL, 24.26MM, 4.72; 
Estados unidos da america, 1964, KM# 201, 1, CENTIMO,  , COBRE-ZINCO, 19MM, 0.67; 
Estados unidos da america, 1964, KM# A192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, ; 
Estados unidos da america, 1961, KM# 201, 1, CENTIMO,  , COBRE-ZINCO, 19MM, 1.55; 
Estados unidos da america, 1960, KM# 201, 1, CENTIMO,  , COBRE-ZINCO, 19MM, ; 
Estados unidos da america, 1941, KM# 192, 5, CENTIMOS,  , CUPRO-NIQUEL, 21.21MM, ; 
Fiji, 2001, KM# 49A, 1, CENTIMO,  , ZINCO COM REVESTIMENTO DE COBRE, 17.5MM, 2.16; 
Filipinas, 2003, KM# 269, 1, PISO,  , CUPRO-NIQUEL, 24MM, 2.56; 
Finlandia, 2001, KM# 100, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Finlandia, 1979, KM# 44A, 1, PENNI,  , ALUMINIO, 15.72MM, 0.81; 
Finlandia, 1990, KM# 65, 10, PENNIA,  , CUPRO-NIQUEL, 16.3MM, 0.81; 
Finlandia, 1996, KM# 76, 1, MARKKA,  , ALUMINIO-BRONZE, 22MM, 1.48; 
Finlandia, 1999, KM# 101, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Finlandia, 1963, KM# 46, 10, PENNIA,  , ALUMINIO-BRONZE, 20MM, 1.35; 
Finlandia, 1999, KM# 100, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.4; 
Finlandia, 1994, KM# 73, 5, MARKKAA,  , ALUMINIO-BRONZE, 24.5MM, 6.13; 
Franca, 1998, KM# 929, 10, CENTIMOS,  , ALUMINIO-BRONZE, 20MM, 0.94; 
Franca, 2014, KM# 1284, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Franca, 1944, KM# 902, 1, FRANCO,  , ALUMINIO, 23MM, ; 
Franca, 1991, KM# 926A, 5, FRANCOS,  , NIQUEL COM REVESTIMENTO DE CUPRO-NIQUEL, 29MM, 3.3; 
Franca, 1960, KM# 925, 1, FRANCO,  , NIQUEL, 24MM, 1.08; 
Franca, 1979, KM# 942.1, 2, FRANCOS,  , NIQUEL, 26.5MM, 1.75; 
Franca, 1976, KM# 931, 1/2, FRANCO,  , NIQUEL, 19.5MM, 0.67; 
Franca, 1951, KM# 915, 10, FRANCOS,  , ALUMINIO-BRONZE, 20MM, 1.35; 
Franca, 1951, KM# 915, 10, FRANCOS,  , ALUMINIO-BRONZE, 20MM, 1.35; 
Franca, 1994, KM# 931, 1/2, FRANCO,  , NIQUEL, 19.5MM, ; 
Franca, 2007, KM# 1410, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Franca, 1990, KM# 964, 10, FRANCOS,  , BIMETALICA: CENTRO DE NIQUEL ANEL DE ALUMINIO-BRONZE, 22.3MM, 1.69; 
Franca, 1947, KM# 888B, 5, FRANCOS,  , ALUMINIO, 31MM, 2.56; 
Franca, 1854, KM# 777, 5, CENTIMOS,  , BRONZE, 25.1MM, ; 
Franca, 1975, KM# 925, 1, FRANCO,  , NIQUEL, 24MM, 1.48; 
Franca, 1948, KM# 885A, 1, FRANCO,  , ALUMINIO, 23MM, 1.28; 
Franca, 1963, KM# 930, 20, CENTIMOS,  , ALUMINIO-BRONZE, 23.5MM, 0.74; 
Franca, 2001, KM# 1287, 50, CENTIMOS DE EURO,  , OURO NORDICO, 24.25MM, 3.37; 
Franca, 1949, KM# 888B, 5, FRANCOS,  , ALUMINIO, 31MM, 2.7; 
Franca, 2013, KM# 1410, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Franca, 2012, KM# 1284, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Franca, 2011, KM# 1284, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Franca, 2010, KM# 1410, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Franca, 2010, KM# 1284, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Franca, 2009, KM# 1410, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Franca, 2009, KM# 1282, 1, CENTIMO DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 16.25MM, 0.07; 
Franca, 2009, KM# 1284, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Franca, 2008, KM# 1410, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Franca, 2008, KM# 1284, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Franca, 2008, KM# 1282, 1, CENTIMO DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 16.25MM, 0.13; 
Franca, 2007, KM# 1282, 1, CENTIMO DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 16.25MM, 0.07; 
Franca, 2006, KM# 1285, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Franca, 2006, KM# 1284, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Franca, 2005, KM# 1282, 1, CENTIMO DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 16.25MM, 0.13; 
Franca, 2004, KM# 1283, 2, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 18.75MM, 0.13; 
Franca, 2002, KM# 1287, 50, CENTIMOS DE EURO,  , OURO NORDICO, 24.25MM, 3.37; 
Franca, 2002, KM# 1286, 20, CENTIMOS DE EURO,  , OURO NORDICO, 22.25MM, 1.35; 
Franca, 2001, KM# 1286, 20, CENTIMOS DE EURO,  , OURO NORDICO, 22.25MM, 1.35; 
Franca, 2000, KM# 1284, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Franca, 2000, KM# 1285, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Franca, 2000, KM# 1286, 20, CENTIMOS DE EURO,  , OURO NORDICO, 22.25MM, 1.35; 
Franca, 2000, KM# 1288, 1, EURO,  , BIMETALICA: NUCLEO DE NIQUEL BANHADO A CUPRO-NIQUEL ANEL DE NIQUEL-LATAO, 23.25MM, 6.74; 
Franca, 1999, KM# 1288, 1, EURO,  , BIMETALICA: NUCLEO DE NIQUEL BANHADO A CUPRO-NIQUEL ANEL DE NIQUEL-LATAO, 23.25MM, 6.74; 
Franca, 1999, KM# 1285, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Franca, 1999, KM# 1284, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.4; 
Franca, 1997, KM# 930, 20, CENTIMOS,  , ALUMINIO-BRONZE, 23.5MM, 1.01; 
Franca, 1995, KM# 930, 20, CENTIMOS,  , ALUMINIO-BRONZE, 23.5MM, 1.35; 
Franca, 1980, KM# 942.1, 2, FRANCOS,  , NIQUEL, 26.5MM, 1.89; 
Franca, 1977, KM# 925, 1, FRANCO,  , NIQUEL, 24MM, 1.42; 
Franca, 1977, KM# 931, 1/2, FRANCO,  , NIQUEL, 19.5MM, 1.89; 
Franca, 1976, KM# 940, 10, FRANCOS,  , COBRE-ALUMINIO-NIQUEL, 26MM, 1.55; 
Franca, 1976, KM# 930, 20, CENTIMOS,  , ALUMINIO-BRONZE, 23.5MM, 0.88; 
Franca, 1971, KM# 925, 1, FRANCO,  , NIQUEL, 24MM, 2.02; 
Franca, 1970, KM# 926A, 5, FRANCOS,  , NIQUEL COM REVESTIMENTO DE CUPRO-NIQUEL, 29MM, 1.95; 
Franca, 1964, KM# 925, 1, FRANCO,  , NIQUEL, 24MM, 1.69; 
Gana, 2007, KM# 41, 50, PESEWAS,  , ACO COM REVESTIMENTO DE NIQUEL, 26.4MM, 5.46; 
Grecia, 2002, KM# 183, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, ; 
Grecia, 2009, KM# 183, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Grecia, 2007, KM# 183, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.4; 
Grecia, 1992, KM# 154, 20, DRACMAS,  , ALUMINIO-BRONZE, 24.5MM, 1.08; 
Grecia, 1988, KM# 151, 2, DRACMAS,  , COBRE, 21MM, 3.3; 
Grecia, 2009, KM# 211, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Grecia, 1990, KM# 132, 10, DRACMAS,  , CUPRO-NIQUEL, 26MM, 1.82; 
Grecia, 1994, KM# 159, 100, DRACMAS,  , ALUMINIO-BRONZE, 29.5MM, 3.44; 
Grecia, 1978, KM# 118, 5, DRACMAS,  , CUPRO-NIQUEL, 22.5MM, 1.21; 
Guiana, 1991, KM# 32, 5, CENTIMOS,  , NIQUEL-LATAO, 19.5MM, 4.65; 
Guiana, 1990, KM# 33, 10, CENTIMOS,  , CUPRO-NIQUEL, 18MM, 4.52; 
Guiana, 1978, KM# 31, 1, CENTIMO,  , NIQUEL-LATAO, 16MM, 3.1; 
Haiti, 1997, KM# 154A, 5, CENTIMOS,  , ACO COM REVESTIMENTO DE NIQUEL, 19.9MM, 3.5; 
Haiti, 1991, KM# 153, 50, CENTIMOS,  , CUPRO-NIQUEL, 29MM, 5.53; 
Haiti, 1991, KM# 152, 20, CENTIMOS,  , CUPRO-NIQUEL, 26.15MM, 6; 
Holanda, 1968, KM# 182, 10, CENTIMOS,  , NIQUEL, 15MM, 0.94; 
Holanda, 2005, KM# 236, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.47; 
Holanda, 2001, KM# 236, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Holanda, 1954, KM# 181, 5, CENTIMOS,  , BRONZE, 21MM, 1.42; 
Holanda, 1980, KM# 181, 5, CENTIMOS,  , BRONZE, 21MM, 0.74; 
Holanda, 1960, KM# 180, 1, CENTIMO,  , BRONZE, 17MM, 0.67; 
Holanda, 1948, KM# 177, 10, CENTIMOS,  , NIQUEL, 15MM, 1.28; 
Holanda, 1969, KM# 183, 25, CENTIMOS,  , NIQUEL, 19MM, ; 
Holanda, 2006, KM# 236, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.34; 
Holanda, 2003, KM# 238, 20, CENTIMOS DE EURO,  , OURO NORDICO, 22.25MM, 1.35; 
Holanda, 1999, KM# 237, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Holanda, 2002, KM# 239, 50, CENTIMOS DE EURO,  , OURO NORDICO, 24.25MM, 3.37; 
Holanda, 2008, KM# 236, 5, CENTIMOS DE EURO,  , ACO COM REVESTIMENTO DE COBRE, 21.25MM, 0.47; 
Holanda, 2000, KM# 237, 10, CENTIMOS DE EURO,  , OURO NORDICO, 19.75MM, 0.67; 
Holanda, 1983, KM# 202, 5, CENTIMOS,  , BRONZE, 21MM, 0.88; 
Hong kong, 1995, KM# 70, 10, DOLARES,  , BIMETALICA: CENTRO DE LATAO  ANEL DE CUPRO-NIQUEL, 24MM, 15.23; 
Hong kong, 1998, KM# 64, 2, DOLARES,  , CUPRO-NIQUEL, 28MM, 3.03; 
Hong kong, 1997, KM# 68, 50, CENTIMOS,  , ACO COM REVESTIMENTO DE LATAO, 22.5MM, 1.35; 
Hong kong, 1979, KM# 36, 20, CENTIMOS,  , NIQUEL-LATAO, 19MM, 1.69; 
Hungria, 1996, KM# 721, 100, FLORINS,  , BIMETALICA: CENTRO DE ACO COM REVESTIMENTO DE LATAO ANEL DE ACO INOXIDAVEL, 23.8MM, 3.37; 
Hungria, 1995, KM# 697, 50, FLORINS,  , LATAO COM REVESTIMENTO DE CUPRO-NIQUEL, 27.4MM, 2.36; 
Hungria, 1991, KM# 675, 10, FILLER,  , ALUMINIO, 18.5MM, 5.86; 
Hungria, 1973, KM# 546, 2, FILLER,  , ALUMINIO, 18MM, 3.57; 
Hungria, 1979, KM# 549, 5, FILLER,  , ALUMINIO, 17MM, 32.28; 
Hungria, 1998, KM# 721, 100, FLORINS,  , BIMETALICA: CENTRO DE ACO COM REVESTIMENTO DE LATAO ANEL DE ACO INOXIDAVEL, 23.8MM, 2.49; 
Hungria, 2013, KM# 850, 50, FLORINS,  , CUPRO-NIQUEL, 27.4MM, 2.22; 
Hungria, 2005, KM# 696, 20, FLORINS,  , NIQUEL-LATAO, 26.3MM, 2.02; 
Hungria, 2001, KM# 695, 10, FLORINS,  , LATAO COM REVESTIMENTO DE CUPRO-NIQUEL, 24.8MM, 1.69; 
Hungria, 2007, KM# 694, 5, FLORINS,  , LATAO, 21.2MM, 0.81; 
Hungria, 1989, KM# 591, 2, FLORINS,  , LATAO, 22.4MM, 0.81; 
Hungria, 1989, KM# 575, 1, FLORIM,  , ALUMINIO, 22.8MM, 0.88; 
Hungria, 1979, KM# 594, 5, FLORINS,  , NIQUEL, 24.3MM, 1.89; 
Ilhas cayman, 1990, KM# 88, 5, CENTIMOS,  , CUPRO-NIQUEL, 18MM, 3.64; 
Ilhas salomao, 2012, KM# 235, 10, CENTIMOS,  , ACO COM REVESTIMENTO DE NIQUEL, 17MM, 3.77; 
Ilhas salomao, 2005, KM# 25, 2, CENTIMOS,  , ACO COM REVESTIMENTO DE BRONZE, 21.6MM, 4.38; 
Imperio Romano, 337, , 0, A DEFINIR, UTG, BRONZE, , 
India, 2015, KM# 399, 5, RUPIAS,  , NIQUEL-LATAO, 23MM, 1.42; 
India, 1988, KM# 40.1, 10, PAISE,  , ACO INOXIDAVEL, 16MM, 2.76; 
India, 1969, KM# 42, 20, PAISE,  , ALUMINIO-BRONZE, 22MM, 10.18; 
India, 2000, KM# 92.2, 1, RUPIA,  , ACO INOXIDAVEL, 25MM, 2.22; 
India, 1971, KM# 14.2, 3, PAISE,  , ALUMINIO, 21.3MM, ; 
Indonesia, 1999, KM# 61, 100, RUPIAS,  , ALUMINIO, 23MM, 2.02; 
Indonesia, 1999, KM# 60, 50, RUPIAS,  , ALUMINIO, 19.95MM, 2.7; 
Irao, 1970, KM# 1178, 10, RIALS,  , CUPRO-NIQUEL, 28MM, 8.29; 
Irao, 2013, KM# 1289, 5000, RIALS,  , CUPRO-NIQUEL, 29.4MM, 10.11; 
